  1.37820494  1.14911873  1.4659238  1.49763346  1.25321025  1.6602968
  1.87526826  1.57668734  2.28968814  2.54773722  2.13553362  3.46716769
  3.53112442  2.92100694  5.3162501  4.80470727  3.8947926  7.92372247
  6.3277484  5.0044362  11.331085  8.05122401  6.20229716  15.5206903
  9.93262068  7.44690891  20.3021258  11.9260603  8.69023172  24.9419592
  13.9464268  9.84043696  29.0820529  15.7977153  10.7400731  32.506414
  17.1951996  11.2882998  35.6980003  18.0933135  11.5433068  38.6156901
  18.6395569  11.6102814  41.1226586  18.9653534  11.5690086  44.1240886
  19.1551426  11.4696208  46.5472273  19.2605181  11.3421658  48.1941573
  19.3133003  11.2044464  50.5739283  19.3333543  11.0669283  54.8169985
  19.3353971  10.9356494  58.300824  19.3266929  10.813954  58.6622314
  19.3127066  10.7035332  62.4345077  19.3002177  10.6050609  60.8418361
  19.2884407  10.5185917  74.2788752  19.2822274  10.4438084  72.7849399
