  0.187023675  0.166621317  0.186443859  0.202595683  0.184243617  0.222041206
  0.255940404  0.24286559  0.34306738  0.364056476  0.357926656  0.591326824
  0.544806798  0.54644211  1.02766485  0.805951399  0.815013362  1.71393876
  1.14125313  1.15711071  2.69307612  1.53752519  1.55496256  3.9807514
  1.97648702  1.98920202  5.51564543  2.43854138  2.43098903  7.0069029
  2.88971266  2.82204869  8.46702244  3.25387014  3.06693464  9.70773289
  3.45190983  3.16747616  10.9767601  3.53969166  3.18900909  12.1798388
  3.57122598  3.16464078  13.2414814  3.5692185  3.11203667  14.5211552
  3.54570841  3.04247644  15.4854528  3.51034993  2.96358595  16.2443964
  3.46755433  2.88052531  16.9262212  3.42120184  2.79672821  18.8389975
  3.37275849  2.71441943  20.4464566  3.32447904  2.63498635  20.2913974
  3.27892847  2.55924336  21.897492  3.23560798  2.4876178  20.8555952
  3.1940117  2.42027946  27.219903  3.15490638  2.35723016  26.2429855
