  0.229064534  0.177732008  0.189442448  0.238135845  0.189518508  0.219479546
  0.267351259  0.225539641  0.315927063  0.321243918  0.287537072  0.495812075
  0.403363246  0.376805462  0.780584762  0.513667815  0.491930699  1.19001825
  0.64857812  0.628677864  1.73718221  0.803210702  0.780949525  2.42613382
  0.971948722  0.942906318  3.26076761  1.14940056  1.10731164  4.11020374
  1.32830784  1.2611119  5.17367069  1.49086932  1.38317207  6.0249297
  1.6202367  1.47143939  7.30514082  1.72428685  1.53775816  8.62075687
  1.81385853  1.58858089  9.50545999  1.89253078  1.62779973  11.5935429
  1.96294213  1.65827033  13.1935507  2.0286475  1.68219828  13.0436844
  2.08893132  1.70128897  14.5982534  2.14638991  1.7168502  19.3960293
  2.20167436  1.72987703  23.9847747  2.25314349  1.74112198  19.3629743
  2.30760822  1.75115159  21.8914415  2.35971215  1.76039081  19.5508963
  2.41009643  1.76915721  31.6294366  2.45909097  1.77768721  33.2676467
