  0.411811771  0.313301331  0.374276134  0.431365811  0.333522249  0.42505865
  0.492932026  0.3953321  0.587243374  0.60255391  0.500760404  0.886354729
  0.763658204  0.64926492  1.3524994  0.973682993  0.835631012  2.01099709
  1.2258914  1.05110406  2.87722838  1.51194678  1.28652273  3.95432311
  1.8237899  1.53358751  5.24387878  2.1539414  1.78292592  6.57191902
  2.49105113  2.01861614  8.1553999  2.80948103  2.21398186  9.49880978
  3.0784358  2.35777712  11.3640483  3.29981653  2.46444217  13.2789049
  3.49201325  2.54687779  14.6417316  3.66417139  2.61275917  17.6848924
  3.82251344  2.66693968  19.9788413  3.97113101  2.71274656  19.8767805
  4.11235152  2.75256466  22.5595812  4.24608057  2.78813819  29.5396946
  4.37680139  2.82075385  35.9380591  4.50137203  2.85136402  29.6101415
  4.62878433  2.88067424  33.1267263  4.75231739  2.90920693  30.8948237
  4.87212651  2.93734815  47.8201205  4.9905375  2.96538226  49.7437413
