  1.00274612  0.726723659  0.992983129  1.05645243  0.770833399  1.10261536
  1.22106259  0.903242878  1.44737735  1.50185361  1.12109325  2.06583694
  1.89708354  1.41419595  2.99894688  2.39549666  1.76631197  4.27631636
  2.98185305  2.15989665  5.91422235  3.64031708  2.58052907  7.91030495
  4.35745696  3.01676959  10.2595195  5.12059422  3.45696917  12.6810884
  5.90998493  3.88084023  15.4615136  6.68148126  4.25390816  17.8469323
  7.37262781  4.55181396  21.0219321  7.96463809  4.78271573  24.2391051
  8.4827466  4.96609199  26.6377018  8.94849649  5.11784634  31.6692223
  9.37844368  5.24875588  35.5054671  9.78377824  5.36590885  35.4831306
  10.1691253  5.47401317  40.2620589  10.5378184  5.57625002  51.5848193
  10.898079  5.67480295  61.9855331  11.2473688  5.77118836  52.2800011
  11.5951134  5.86646686  57.5543923  11.9357798  5.96138197  54.4721556
  12.2688484  6.05645345  82.4548663  12.5988408  6.15204124  85.0243786
